province,municipality,party,ward_list_order,seat_category,surname,full_name,seat_type
Mpumalanga,MP313 - Steve Tshwete,DEMOCRATIC ALLIANCE,PR(8),PR,STRUWIG,AMMELIA,LC PR
Mpumalanga,MP313 - Steve Tshwete,DEMOCRATIC ALLIANCE,PR(9),PR,THABATHA,ANELE ODWA,LC PR
Mpumalanga,MP313 - Steve Tshwete,DEMOCRATIC ALLIANCE,PR(10),PR,MOGOLA,SOPHIA MAMY,LC PR
Mpumalanga,MP313 - Steve Tshwete,ECONOMIC FREEDOM FIGHTERS,PR(1),PR,MTHOMBENI,NTOMBIZODWA JOHANNA,LC PR
Mpumalanga,MP313 - Steve Tshwete,ECONOMIC FREEDOM FIGHTERS,PR(2),PR,MAHLANGU,ELVIS PEPROSE,LC PR
Mpumalanga,MP313 - Steve Tshwete,ECONOMIC FREEDOM FIGHTERS,PR(3),PR,MALINGA,PRISCILLAH,LC PR
Mpumalanga,MP313 - Steve Tshwete,ECONOMIC FREEDOM FIGHTERS,PR(4),PR,MAPHETO,MAREDI JOHANNES,LC PR
Mpumalanga,MP313 - Steve Tshwete,ECONOMIC FREEDOM FIGHTERS,PR(5),PR,CHEGO,ANNAH,LC PR
Mpumalanga,MP313 - Steve Tshwete,ECONOMIC FREEDOM FIGHTERS,PR(6),PR,NGUBENI,ZANDILE JOSEPH,LC PR
Mpumalanga,MP313 - Steve Tshwete,ECONOMIC FREEDOM FIGHTERS,PR(7),PR,BOTTOMAN,NOSIPIWO,LC PR
Mpumalanga,MP313 - Steve Tshwete,ECONOMIC FREEDOM FIGHTERS,PR(8),PR,TSHOANE,THABISO NTSHWENG,LC PR
Mpumalanga,MP313 - Steve Tshwete,ECONOMIC FREEDOM FIGHTERS,PR(9),PR,COSSA,OUMA ASNATH,LC PR
Mpumalanga,MP313 - Steve Tshwete,INDEPENDENT CANDIDATE,83103002,Ward,MPYE,THOMAS RAMAITSANE,LC ward
Mpumalanga,MP313 - Steve Tshwete,MIDDELBURG AND HENDRINA RESIDENTS FRONT,PR(1),PR,SEGAGE,JOMO,LC PR
Mpumalanga,MP313 - Steve Tshwete,MIDDELBURG AND HENDRINA RESIDENTS FRONT,PR(2),PR,MATHUNYANE,SELAPE THATO,LC PR
Mpumalanga,MP313 - Steve Tshwete,MIDDELBURG AND HENDRINA RESIDENTS FRONT,PR(3),PR,MASHABELA,BUSISIWE CINDY,LC PR
Mpumalanga,MP313 - Steve Tshwete,MIDDELBURG AND HENDRINA RESIDENTS FRONT,PR(4),PR,MOKOENA,BEN HAMILTON,LC PR
Mpumalanga,MP313 - Steve Tshwete,MIDDELBURG AND HENDRINA RESIDENTS FRONT,PR(5),PR,PILODIA,HELENA,LC PR
Mpumalanga,MP313 - Steve Tshwete,MIDDELBURG AND HENDRINA RESIDENTS FRONT,PR(6),PR,MOTLA,NTATE ZANELE OGARA,LC PR
Mpumalanga,MP313 - Steve Tshwete,MIDDELBURG AND HENDRINA RESIDENTS FRONT,PR(7),PR,MOGOLA,MOTSHAKANE PHILLIP,LC PR
Mpumalanga,MP313 - Steve Tshwete,VRYHEIDSFRONT PLUS,PR(1),PR,HAARHOFF,JOHNATHAN CROOKS,LC PR
Mpumalanga,MP313 - Steve Tshwete,VRYHEIDSFRONT PLUS,PR(2),PR,WOLMARANS,CORNELIUS JOHANNES,LC PR
Mpumalanga,MP313 - Steve Tshwete,VRYHEIDSFRONT PLUS,PR(3),PR,MENTZ,JUANETTE,LC PR
Mpumalanga,MP314 - Emakhazeni,AFRICAN NATIONAL CONGRESS,83104001,Ward,LUKHELE,ANDRIES THEMBA,LC ward
Mpumalanga,MP314 - Emakhazeni,AFRICAN NATIONAL CONGRESS,83104002,Ward,MABILA,JEKKIE MAHOMBO,LC ward
Mpumalanga,MP314 - Emakhazeni,AFRICAN NATIONAL CONGRESS,83104003,Ward,MAHLANGU,DESMOND MANDLA,LC ward
Mpumalanga,MP314 - Emakhazeni,AFRICAN NATIONAL CONGRESS,83104004,Ward,MTHIMUNYE,SIBUSISO SEUN,LC ward
Mpumalanga,MP314 - Emakhazeni,AFRICAN NATIONAL CONGRESS,83104005,Ward,NKOSI,NONHLANHLA BETTY,LC ward
Mpumalanga,MP314 - Emakhazeni,AFRICAN NATIONAL CONGRESS,83104006,Ward,NKOSI,SIPHIWE CALIFORNIA,LC ward
Mpumalanga,MP314 - Emakhazeni,AFRICAN NATIONAL CONGRESS,83104007,Ward,NDIMANDE,SOLOMZI SANDILE,LC ward
Mpumalanga,MP314 - Emakhazeni,AFRICAN NATIONAL CONGRESS,83104008,Ward,MTHIMUNYE,SIYAPHI PATRICK,LC ward
Mpumalanga,MP314 - Emakhazeni,AFRICAN NATIONAL CONGRESS,PR(1),PR,NGWENYA,THOMAS DIPHEPHENG,LC PR
Mpumalanga,MP314 - Emakhazeni,AFRICAN NATIONAL CONGRESS,PR(2),PR,MASHELE,NOMHLE ADELAIDE,LC PR
Mpumalanga,MP314 - Emakhazeni,DEMOCRATIC ALLIANCE,PR(1),PR,HEPBURN,DALINA MAGRIETHA,LC PR
Mpumalanga,MP314 - Emakhazeni,DEMOCRATIC ALLIANCE,PR(2),PR,MASEKO,DANIEL FOYOYO,LC PR
Mpumalanga,MP314 - Emakhazeni,ECONOMIC FREEDOM FIGHTERS,PR(1),PR,SKHOSANA,SIZANE ISAAC,LC PR
Mpumalanga,MP314 - Emakhazeni,ECONOMIC FREEDOM FIGHTERS,PR(2),PR,MTHIMUNYE,ZANDILE EMMA,LC PR
Mpumalanga,MP314 - Emakhazeni,ECONOMIC FREEDOM FIGHTERS,PR(3),PR,NHLAPO,FORTUNATORS NQOBILE,LC PR
Mpumalanga,MP315 - Thembisile Hani,AFRICAN INDEPENDENT PEOPLE'S ORGANISATION,PR(1),PR,MTSWENI,SAMUEL MAZUNGWE,LC PR
Mpumalanga,MP315 - Thembisile Hani,AFRICAN INDEPENDENT PEOPLE'S ORGANISATION,PR(2),PR,SKHOSANA,ANDRIES MPHATLALASHANE,LC PR
Mpumalanga,MP315 - Thembisile Hani,AFRICAN INDEPENDENT PEOPLE'S ORGANISATION,PR(3),PR,MNGUNI,ZENAYE JANTJIE,LC PR
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,83105001,Ward,SESWIKE,SIMON CHANI PULENG,LC ward
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,83105002,Ward,MAPHOSO,LUCKY MATLHATSI,LC ward
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,83105003,Ward,MAHLANGU,STEVEN CITHA,LC ward
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,83105004,Ward,RADEBE,NAMTUNGWA ELIZABETH,LC ward
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,83105005,Ward,NTULI,VUSI MICHAEL,LC ward
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,83105006,Ward,MABANGA,MABLE ELSIE,LC ward
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,83105007,Ward,SINDANA,SIMON BANGISWANI,LC ward
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,83105008,Ward,DLAMINI,BONGANI NTOKOZO,LC ward
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,83105009,Ward,MTHIMUNYE,JOSEPH ELIAS,LC ward
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,83105010,Ward,MASANABO,KHANYI LEAH,LC ward
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,83105011,Ward,NTULI,MMELISIZWE TERANCE,LC ward
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,83105013,Ward,JIYANE,RICHARD BONGANI,LC ward
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,83105014,Ward,MASOMBUKA,SIMON VUSI,LC ward
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,83105015,Ward,MNGUNI,SIMON SIPHO,LC ward
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,83105017,Ward,MGAYI,FIKILE VIOLET,LC ward
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,83105018,Ward,MOKOENA,DAVID SELLO,LC ward
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,83105019,Ward,MTSWENI,LUCKY XOLANI,LC ward
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,83105020,Ward,MNGUNI,NOMVULA SISTER,LC ward
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,83105021,Ward,JIYANE,CLASS MENZELWA,LC ward
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,83105022,Ward,NHLAPHO,SONTO ROSE,LC ward
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,83105023,Ward,MSIBI,BONGANI VICTOR,LC ward
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,83105024,Ward,MTSHAISE,BERNARD VUSI,LC ward
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,83105025,Ward,MAHLANGU,POPPIE,LC ward
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,83105026,Ward,NDULI,MASOTJA PETRUS,LC ward
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,83105027,Ward,MABHENA,BAWINILE SIMON,LC ward
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,83105028,Ward,SITHOLE,MKHULULI JACOB,LC ward
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,83105029,Ward,KGOMO,ROSE MARTHA,LC ward
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,83105030,Ward,MAHLANGU,GODFREY NKOSINATHI,LC ward
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,83105031,Ward,SKOSANA,SOLOMON FICKSON,LC ward
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,83105032,Ward,NKOSI,THABILE PRUNELLA,LC ward
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,PR(1),PR,MSIZA,MARIA POPPY,LC PR
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,PR(2),PR,DIKGALE,LESETJA JACOB,LC PR
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,PR(3),PR,MABENA,THOMAS LEBANDLA,LC PR
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,PR(4),PR,NOBELA,MARIA THRUDDY,LC PR
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,PR(5),PR,MAMPURU,DIPOLELO SINAH,LC PR
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,PR(6),PR,MOTANYANE,THOKOZILE EGNES,LC PR
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,PR(7),PR,MAHLANGU,CHRISTINAH NDLELEHLE,LC PR
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,PR(8),PR,SKHOSANA,NTOMBIFUTHI THANDEKA,LC PR
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,PR(9),PR,TSHABANGU,LILLIAN MARTHA,LC PR
Mpumalanga,MP315 - Thembisile Hani,AFRICAN NATIONAL CONGRESS,PR(10),PR,MALEKANE,EUNICE MARTHA,LC PR
Mpumalanga,MP315 - Thembisile Hani,AFRICAN TRANSFORMATION MOVEMENT,PR(1),PR,MABELANE,MARGARET,LC PR
Mpumalanga,MP315 - Thembisile Hani,DEMOCRATIC ALLIANCE,PR(1),PR,NYALUNGA,XOLANI CLEMENT,LC PR
Mpumalanga,MP315 - Thembisile Hani,DEMOCRATIC ALLIANCE,PR(2),PR,MOKWENA,MASONTAGA ADELAIDE,LC PR
Mpumalanga,MP315 - Thembisile Hani,DEMOCRATIC ALLIANCE,PR(3),PR,SIBANYONI,DAVID MABUZWA,LC PR
Mpumalanga,MP315 - Thembisile Hani,DEMOCRATIC ALLIANCE,PR(4),PR,TIBANE,THABO JOHN,LC PR
Mpumalanga,MP315 - Thembisile Hani,ECONOMIC FREEDOM FIGHTERS,PR(1),PR,MHLANGA,MAGGIE THANDI,LC PR
Mpumalanga,MP315 - Thembisile Hani,ECONOMIC FREEDOM FIGHTERS,PR(2),PR,RAHLOGO,TSANKY MICHAEL,LC PR
Mpumalanga,MP315 - Thembisile Hani,ECONOMIC FREEDOM FIGHTERS,PR(3),PR,MOTAUNG,NTOMBI MITTA,LC PR
Mpumalanga,MP315 - Thembisile Hani,ECONOMIC FREEDOM FIGHTERS,PR(4),PR,MAHLANGU,THABISO KLASS,LC PR
Mpumalanga,MP315 - Thembisile Hani,ECONOMIC FREEDOM FIGHTERS,PR(5),PR,RAMPISA,MOTLALEPULE SWEETNESS,LC PR
Mpumalanga,MP315 - Thembisile Hani,ECONOMIC FREEDOM FIGHTERS,PR(6),PR,MOKWENA,AUGUSTINE RENNY,LC PR
Mpumalanga,MP315 - Thembisile Hani,ECONOMIC FREEDOM FIGHTERS,PR(7),PR,SHIBURI,BUSISIWE MARIA,LC PR
Mpumalanga,MP315 - Thembisile Hani,ECONOMIC FREEDOM FIGHTERS,PR(8),PR,SITHOLE,ABRAM GLEN,LC PR
Mpumalanga,MP315 - Thembisile Hani,ECONOMIC FREEDOM FIGHTERS,PR(9),PR,MOLEFE,REMENKY STEPHINAH,LC PR
Mpumalanga,MP315 - Thembisile Hani,ECONOMIC FREEDOM FIGHTERS,PR(10),PR,MOKOLO,MATALANYANE LUCAS,LC PR
Mpumalanga,MP315 - Thembisile Hani,ECONOMIC FREEDOM FIGHTERS,PR(11),PR,GULUBE,LINDIWE KATE,LC PR
Mpumalanga,MP315 - Thembisile Hani,ECONOMIC FREEDOM FIGHTERS,PR(12),PR,KHUMALO,ELIOT SUNDAY,LC PR
Mpumalanga,MP315 - Thembisile Hani,INDEPENDENT CANDIDATE,83105012,Ward,SEPOGWANA,MOSES MMOISETSI,LC ward
Mpumalanga,MP315 - Thembisile Hani,INDEPENDENT CANDIDATE,83105016,Ward,DUBE,TENBOY BUTTITJIE,LC ward
Mpumalanga,MP315 - Thembisile Hani,INGUBO YESKHETHU PARTY,PR(1),PR,MNGUNI,MOSES THABO,LC PR
Mpumalanga,MP315 - Thembisile Hani,SINDAWONYE PROGRESSIVE PARTY,PR(1),PR,MTSWENI,RUBBER QALIWE,LC PR
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN INDEPENDENT CONGRESS,PR(1),PR,MAHLANGU,JEREMIAH SIPHO,LC PR
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN INDEPENDENT PEOPLE'S ORGANISATION,PR(1),PR,MGIDI,MAY AMOS,LC PR
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN INDEPENDENT PEOPLE'S ORGANISATION,PR(2),PR,MAHAMBA,BUTI ELIAS,LC PR
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,83106001,Ward,MSIZA,DAVID LUCAS,LC ward
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,83106002,Ward,LEKGOATHI,MIRRIAM RAISIBE,LC ward
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,83106003,Ward,MTSWENI,THEMBA LINDA,LC ward
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,83106004,Ward,MTIMUNYE,MNYAZWA SIBUSISO SYDNEY,LC ward
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,83106005,Ward,SKOSANA,ALFRED XOLANI,LC ward
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,83106006,Ward,MAKUWA,ISAAC SINDI,LC ward
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,83106007,Ward,MAHLANGU,SOLOMON KHULBONA,LC ward
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,83106008,Ward,DLOWU,BRILLIANT MNCEDISI,LC ward
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,83106009,Ward,MTSWENI,SABINA,LC ward
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,83106010,Ward,MASANGO,SIMON JABU,LC ward
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,83106011,Ward,MAHLANGU,MPHURENI LUCAS,LC ward
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,83106013,Ward,MHLANGA,KAGISO PHILLIP,LC ward
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,83106014,Ward,NTULI,PETRUS ANDILE,LC ward
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,83106015,Ward,MANGANYE,SAMUEL MAGESI,LC ward
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,83106016,Ward,NKWANA,MISHACK MOLEFE TUKISO,LC ward
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,83106017,Ward,SIMANGO,BEN ADALBERDO,LC ward
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,83106018,Ward,MATLAILA,BAFU JOEL,LC ward
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,83106019,Ward,KEKAE,MOKGAETSI DESSIA,LC ward
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,83106020,Ward,MALEKA,ANNAH LETEBELE,LC ward
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,83106021,Ward,MASHISHI,DINGAAN ANDRIES,LC ward
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,83106022,Ward,MASUMBUKA,MMATHABO PAULINE,LC ward
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,83106023,Ward,NKGODI,JOHN SWANYANE,LC ward
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,83106024,Ward,MOTHIBI,MODIMO FRANCINA,LC ward
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,83106025,Ward,MOABI,JULIA MMAPITSO,LC ward
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,83106026,Ward,MOIMANA,ANTHON TSHEPO,LC ward
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,83106027,Ward,NGUBENI,PAMELA NOMSA,LC ward
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,83106028,Ward,MASHILO,JEREMIA PATRICK,LC ward
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,83106029,Ward,MAUBANE,OBED NKUBANE,LC ward
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,83106030,Ward,MANGANYE,JOHANNES,LC ward
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,83106031,Ward,RANKAPOLE,SOLOMON,LC ward
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,PR(1),PR,MAHLANGU,DIPUO PEARLYGATE,LC PR
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,PR(2),PR,MNGUNI,PHINDILE PHUMZILE,LC PR
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,PR(3),PR,MADYIBI,CHARLES,LC PR
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,PR(4),PR,MASHISHI,MOKGADI WELHEMINAH,LC PR
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,PR(5),PR,NKOANE,MANTWA ROSINA,LC PR
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,PR(6),PR,SIBANYONI,LULAMA BRIFFIE,LC PR
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,PR(7),PR,LEBELO,LIZZY KENTINAH,LC PR
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,PR(8),PR,MAKOLA,MANINI JOYCE,LC PR
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN NATIONAL CONGRESS,PR(9),PR,MALEKA,MAMELALE ELIZABETH,LC PR
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN PEOPLE'S CONVENTION,PR(1),PR,MAJOMBOSI,THANDEKA ROSE,LC PR
Mpumalanga,MP316 - Dr JS Moroka,AFRICAN VOICE PROGRESSIVE PARTY,PR(1),PR,MAHLANGU,PIET,LC PR
Mpumalanga,MP316 - Dr JS Moroka,DEMOCRATIC ALLIANCE,PR(1),PR,LAMOLA,BETHUEL RAHKAPOLE,LC PR
Mpumalanga,MP316 - Dr JS Moroka,DEMOCRATIC ALLIANCE,PR(2),PR,NGOATLE,MAUREEN MOTSHETSHE,LC PR
Mpumalanga,MP316 - Dr JS Moroka,DEMOCRATIC ALLIANCE,PR(3),PR,MAHLANGU,KOOS,LC PR
Mpumalanga,MP316 - Dr JS Moroka,ECONOMIC FREEDOM FIGHTERS,PR(1),PR,MALATJIE,RABOTLHALE JACKSON,LC PR
Mpumalanga,MP316 - Dr JS Moroka,ECONOMIC FREEDOM FIGHTERS,PR(2),PR,MABOGOANE,KATE MAMMASOLE,LC PR
Mpumalanga,MP316 - Dr JS Moroka,ECONOMIC FREEDOM FIGHTERS,PR(3),PR,MNGUNI,VINCENT,LC PR
Mpumalanga,MP316 - Dr JS Moroka,ECONOMIC FREEDOM FIGHTERS,PR(4),PR,DITSHEGO,KGAOGELO,LC PR
Mpumalanga,MP316 - Dr JS Moroka,ECONOMIC FREEDOM FIGHTERS,PR(5),PR,NTULI,JOSEPH MANDLA,LC PR
Mpumalanga,MP316 - Dr JS Moroka,ECONOMIC FREEDOM FIGHTERS,PR(6),PR,MACHAVA,SARAH SEIPATI,LC PR
Mpumalanga,MP316 - Dr JS Moroka,ECONOMIC FREEDOM FIGHTERS,PR(7),PR,MAPHALLA,JOHANNES KGASHANE,LC PR
Mpumalanga,MP316 - Dr JS Moroka,ECONOMIC FREEDOM FIGHTERS,PR(8),PR,MABENA,JOSEPHINE SPONONO,LC PR
Mpumalanga,MP316 - Dr JS Moroka,ECONOMIC FREEDOM FIGHTERS,PR(9),PR,MPHELA,LUCAS KGONGWASE,LC PR
Mpumalanga,MP316 - Dr JS Moroka,ECONOMIC FREEDOM FIGHTERS,PR(10),PR,MALETE,ANDRINICCAH MMAHLAME,LC PR
Mpumalanga,MP316 - Dr JS Moroka,FORUM 4 SERVICE DELIVERY,PR(1),PR,RANKAPOLE,MOTSWALEDI MARTIN,LC PR
Mpumalanga,MP316 - Dr JS Moroka,FORUM 4 SERVICE DELIVERY,PR(2),PR,MAHLANGU,PRISCILLA LEBO,LC PR
Mpumalanga,MP316 - Dr JS Moroka,INDEPENDENT CANDIDATE,83106012,Ward,SKHOSANA,LUCAS MAKAFURI,LC ward
Mpumalanga,MP316 - Dr JS Moroka,MORETELE INDEPENDENT CIVIC ORGANIZATION,PR(1),PR,NKGAU,JAN SELLO,LC PR
Mpumalanga,MP316 - Dr JS Moroka,MORETELE PEOPLES PARTY,PR(1),PR,KUTU,PUNA FRANS,LC PR
Mpumalanga,DC32 - Ehlanzeni,AFRICAN NATIONAL CONGRESS,PR(1),PR,SIWELA,GIJA SIPHO,"DC ""40%"""
Mpumalanga,DC32 - Ehlanzeni,AFRICAN NATIONAL CONGRESS,PR(2),PR,KHOZA,THULISILE SWENKY,"DC ""40%"""
Mpumalanga,DC32 - Ehlanzeni,AFRICAN NATIONAL CONGRESS,PR(3),PR,MACIE,KHESANI JACKIE,"DC ""40%"""
Mpumalanga,DC32 - Ehlanzeni,AFRICAN NATIONAL CONGRESS,PR(4),PR,CHEMBENI-SAHI,MARGARET,"DC ""40%"""
Mpumalanga,DC32 - Ehlanzeni,AFRICAN NATIONAL CONGRESS,PR(5),PR,SIDELL,JESTA,"DC ""40%"""
Mpumalanga,DC32 - Ehlanzeni,AFRICAN NATIONAL CONGRESS,PR(6),PR,SHONGWE,MILLION ROBERT,"DC ""40%"""
Mpumalanga,DC32 - Ehlanzeni,AFRICAN NATIONAL CONGRESS,PR(7),PR,MPHIKA,REASON NCUBASE,"DC ""40%"""
Mpumalanga,DC32 - Ehlanzeni,AFRICAN NATIONAL CONGRESS,PR(8),PR,SILOWE,PHINEAS TINYIKO,"DC ""40%"""
Mpumalanga,DC32 - Ehlanzeni,AFRICAN NATIONAL CONGRESS,PR(9),PR,SHAKWANE,LORACIA CONNELIA,"DC ""40%"""
Mpumalanga,DC32 - Ehlanzeni,AFRICAN NATIONAL CONGRESS,PR(10),PR,KHUMALO,RENIAS EMMANUEL,"DC ""40%"""
Mpumalanga,DC32 - Ehlanzeni,AFRICAN NATIONAL CONGRESS,PR(11),PR,CHIMA,PHINAH PATIENCE,"DC ""40%"""
Mpumalanga,DC32 - Ehlanzeni,AFRICAN NATIONAL CONGRESS,PR(12),PR,MNISI,MBONGANI JIM,"DC ""40%"""
Mpumalanga,DC32 - Ehlanzeni,AFRICAN NATIONAL CONGRESS,PR(13),PR,MOKONI,CATHERINE MEISIE,"DC ""40%"""
Mpumalanga,DC32 - Ehlanzeni,AFRICAN NATIONAL CONGRESS,PR(14),PR,MASHIGO-SEKGOBELA,SELINA,"DC ""40%"""
Mpumalanga,DC32 - Ehlanzeni,AFRICAN NATIONAL CONGRESS,PR(15),PR,NKUNA,MUSA,"DC ""40%"""
Mpumalanga,DC32 - Ehlanzeni,AFRICAN NATIONAL CONGRESS,PR(16),PR,SIBUYI,TUMELO BEN,"DC ""40%"""
Mpumalanga,DC32 - Ehlanzeni,AFRICAN NATIONAL CONGRESS,PR(17),PR,MABUZA,ESTHER TINY,"DC ""40%"""
Mpumalanga,DC32 - Ehlanzeni,AFRICAN NATIONAL CONGRESS,PR(18),PR,MAVUSO,MCHINISEKI JOHAN,"DC ""40%"""
Mpumalanga,DC32 - Ehlanzeni,AFRICAN NATIONAL CONGRESS,PR(19),PR,MAGANGA,NOMSA MAVIS,"DC ""40%"""
Mpumalanga,DC32 - Ehlanzeni,AFRICAN NATIONAL CONGRESS,PR(20),PR,MOKOENA,IDOS THABO,"DC ""40%"""
Mpumalanga,DC32 - Ehlanzeni,DEMOCRATIC ALLIANCE,PR(1),PR,LIGTHELM,JOHAN HENDRIK,"DC ""40%"""
Mpumalanga,DC32 - Ehlanzeni,DEMOCRATIC ALLIANCE,PR(2),PR,DLAMINI,ROBERT FRANK,"DC ""40%"""
Mpumalanga,DC32 - Ehlanzeni,DEMOCRATIC ALLIANCE,PR(3),PR,SCHORMANN,STEPHEN RUDOLF,"DC ""40%"""
Mpumalanga,DC32 - Ehlanzeni,ECONOMIC FREEDOM FIGHTERS,PR(1),PR,MGIBA,SUNDAY BEN,"DC ""40%"""
